S.no,vegetableName,price,imageProperties_vegetableHeight,imageProperties_vegetableWidth,imageProperties_vegetableTop,units,id,shopingMallPrice,retailPrice,table_imageUrl,table_imageSize,table_heightRatio,date
17885,Baby Corn,66,64,100,805,1kg,babyCorn,79 - 109,76 - 84,resource/images/vegetables/babyCorn-64.png,1,0.64,12/23/2022
17886,Banana Flower,13,64,107,869,1kg,bananaFlower,16 - 21,15 - 17,resource/images/vegetables/bananaFlower-64.png,1.2,0.61,12/23/2022
17887,Capsicum,40,81,64,933,1kg,capsicum,48 - 66,46 - 51,resource/images/vegetables/capsicum-64.png,0.8,1.26,12/23/2022
17888,Bitter Gourd,32,64,87,1101,1kg,bitterGourd,38 - 53,37 - 41,resource/images/vegetables/bitterGourd-64.png,1.2,0.75,12/23/2022
17889,Bottle Gourd,30,64,64,1165,1kg,bottleGourd,36 - 50,35 - 38,resource/images/vegetables/bottleGourd-64.png,1.2,1,12/23/2022
17890,Butter Beans,70,64,82,1229,1kg,butterBeans,84 - 116,81 - 89,resource/images/vegetables/butterBeans-64.png,1.1,0.8,12/23/2022
17891,Broad Beans,33,64,96,1293,1kg,broadBeans,40 - 54,38 - 42,resource/images/vegetables/broadBeans-64.png,1.2,0.66,12/23/2022
17892,Cabbage,29,64,70,1357,1kg,cabbage,35 - 48,33 - 37,resource/images/vegetables/cabbage-64.png,1,0.92,12/23/2022
17893,Carrot,32,85,64,464,1kg,carrot,38 - 53,37 - 41,resource/images/vegetables/carrot-64.png,1,1.28,12/23/2022
17894,Cauliflower,26,64,71,1421,1kg,cauliflower,31 - 43,30 - 33,resource/images/vegetables/cauliflower-64.png,1,0.92,12/23/2022
17895,Cluster beans,42,64,85,1485,1kg,clusterBeans,50 - 69,48 - 53,resource/images/vegetables/clusterBeans-64.png,1,0.77,12/23/2022
17896,Coconut,30,64,77,1549,1kg,coconut,36 - 50,35 - 38,resource/images/vegetables/coconut-64.png,1,0.85,12/23/2022
17897,Colocasia Leaves,15,64,79,1613,1kg,colocasiaLeaves,18 - 25,17 - 19,resource/images/vegetables/colocasiaLeaves-64.png,1,0.85,12/23/2022
17898,Colocasia,22,64,96,1677,1kg,colocasia,26 - 36,25 - 28,resource/images/vegetables/colocasia-64.png,1,0.66,12/23/2022
17899,Coriander Leaves,8,64,56,1741,1kg,corianderLeaves,13-Oct,10-Sep,resource/images/vegetables/corianderLeaves-64.png,1,1.12,12/23/2022
17900,Corn,26,111,64,1805,1kg,corn,31 - 43,30 - 33,resource/images/vegetables/corn-64.png,0.8,1.7,12/23/2022
17901,Cucumber,25,64,92,1916,1kg,cucumber,30 - 41,29 - 32,resource/images/vegetables/cucumber-64.png,1,0.7,12/23/2022
17902,Curry Leaves,25,81,64,1980,1kg,curryLeaves,30 - 41,29 - 32,resource/images/vegetables/curryLeaves-64.png,1,1.26,12/23/2022
17903,Dill Leaves,15,77,64,2061,1kg,dillLeaves,18 - 25,17 - 19,resource/images/vegetables/dillLeaves-64.png,1,1.16,12/23/2022
17904,Drumsticks,80,64,87,2138,1kg,drumsticks,96 - 132,92 - 102,resource/images/vegetables/drumsticks-64.png,1,0.74,12/23/2022
17905,Brinjal,24,86,64,2202,1kg,brinjal,29 - 40,28 - 30,resource/images/vegetables/brinjal-64.png,1,1.31,12/23/2022
17906,Brinjal (Big),25,71,64,2288,1kg,brinjalBig,30 - 41,29 - 32,resource/images/vegetables/brinjalBig-64.png,1,1.13,12/23/2022
17907,Elephant Yam,30,64,86,2423,1kg,elephantYam,36 - 50,35 - 38,resource/images/vegetables/elephantYam-64.png,1,0.75,12/23/2022
17908,Fenugreek Leaves,12,64,91,2551,1kg,fenugreekLeaves,14 - 20,14 - 15,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,12/23/2022
17909,French Beans,32,64,97,2615,1kg,frenchBeans,38 - 53,37 - 41,resource/images/vegetables/frenchBeans-64.png,1,0.67,12/23/2022
17910,Garlic,49,68,64,2679,1kg,garlic,59 - 81,56 - 62,resource/images/vegetables/garlic-64.png,1,1.04,12/23/2022
17911,Ginger,41,64,71,549,1kg,ginger,49 - 68,47 - 52,resource/images/vegetables/ginger-64.png,1,0.92,12/23/2022
17912,Onion Green,45,64,104,2815,1kg,onionGreen,54 - 74,52 - 57,resource/images/vegetables/onionGreen-64.png,1,0.62,12/23/2022
17913,Green Peas,76,64,84,2943,1kg,greenPeas,91 - 125,87 - 97,resource/images/vegetables/greenPeas-64.png,1,0.77,12/23/2022
17914,Ivy Gourd,22,64,96,3007,1kg,ivyGourd,26 - 36,25 - 28,resource/images/vegetables/ivyGourd-64.png,1,0.66,12/23/2022
17915,Lemon (Lime),55,64,72,3071,1kg,lemon,66 - 91,63 - 70,resource/images/vegetables/lemon-64.png,1,0.88,12/23/2022
17916,Mango Raw,104,64,73,3210,1kg,mangoRaw,125 - 172,120 - 132,resource/images/vegetables/mangoRaw-64.png,1,0.87,12/23/2022
17917,Mint Leaves,7,64,101,3274,1kg,mintLeaves,12-Aug,9-Aug,resource/images/vegetables/mintLeaves-64.png,1,0.72,12/23/2022
17918,Mushroom,80,83,64,3338,1kg,mushroom,96 - 132,92 - 102,resource/images/vegetables/mushroom-64.png,0.8,1.29,12/23/2022
17919,Mustard Leaves,12,88,64,3421,1kg,mustardLeaves,14 - 20,14 - 15,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,12/23/2022
17920,Ladies Finger,30,92,64,3509,1kg,ladiesFinger,36 - 50,35 - 38,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,12/23/2022
17921,Pumpkin,26,64,65,3601,1kg,pumpkin,31 - 43,30 - 33,resource/images/vegetables/pumpkin-64.png,1,0.98,12/23/2022
17922,Radish,23,88,64,3665,1kg,radish,28 - 38,26 - 29,resource/images/vegetables/radish-64.png,0.9,1.37,12/23/2022
17923,Ridge Gourd,29,64,138,3753,1kg,ridgeGourd,35 - 48,33 - 37,resource/images/vegetables/ridgeGourd-64.png,1.2,0.47,12/23/2022
17924,Shallot (Pearl Onion),36,68,64,3817,1kg,shallot,43 - 59,41 - 46,resource/images/vegetables/shallot-64.png,1,1.06,12/23/2022
17925,Snake Gourd,30,64,139,3885,1kg,snakeGourd,36 - 50,35 - 38,resource/images/vegetables/snakeGourd-64.png,1.2,0.46,12/23/2022
17926,Sorrel Leaves,11,64,79,3949,1kg,sorrelLeaves,13 - 18,13 - 14,resource/images/vegetables/sorrelLeaves-64.png,1,0.82,12/23/2022
17927,Spinach,15,69,64,4013,1kg,spinach,18 - 25,17 - 19,resource/images/vegetables/spinach-64.png,1,1.07,12/23/2022
17928,Sweet Potato,38,64,103,4082,1kg,sweetPotato,46 - 63,44 - 48,resource/images/vegetables/sweetPotato-64.png,1,0.62,12/23/2022
17929,Onion Big,25,64,64,0,1kg,onionBig,30 - 41,29 - 32,resource/images/vegetables/onionBig-64.png,1,1,12/24/2022
17930,Onion Small,36,60,64,64,1kg,onionSmall,43 - 59,41 - 46,resource/images/vegetables/onionSmall-64.png,1,0.94,12/24/2022
17931,Tomato,15,50,64,124,1kg,tomato,18 - 25,17 - 19,resource/images/vegetables/tomato-64.png,1.2,0.77,12/24/2022
17932,Green Chilli,39,69,64,174,1kg,greenChili,47 - 64,45 - 50,resource/images/vegetables/greenChili-64.png,1,1.08,12/24/2022
17933,Beetroot,33,93,64,243,1kg,beetroot,40 - 54,38 - 42,resource/images/vegetables/beetroot-64.png,0.8,1.43,12/24/2022
17934,Potato,30,64,90,400,1kg,potato,36 - 50,35 - 38,resource/images/vegetables/potato-64.png,1,0.72,12/24/2022
17935,Raw Banana (Plantain),9,64,97,336,1kg,plantain,15-Nov,11-Oct,resource/images/vegetables/plantain-64.png,1.2,0.66,12/24/2022
17936,Amaranth Leaves,11,64,78,613,1kg,amaranthLeaves,13 - 18,13 - 14,resource/images/vegetables/amaranthLeaves-64.png,1,0.82,12/24/2022
17937,Amla,60,64,88,677,1kg,amla,72 - 99,69 - 76,resource/images/vegetables/amla-64.png,1.2,0.72,12/24/2022
17938,Ash gourd,27,64,109,741,1kg,ashGourd,32 - 45,31 - 34,resource/images/vegetables/ashGourd-64.png,1,0.59,12/24/2022
17939,Baby Corn,64,64,100,805,1kg,babyCorn,77 - 106,74 - 81,resource/images/vegetables/babyCorn-64.png,1,0.64,12/24/2022
17940,Banana Flower,17,64,107,869,1kg,bananaFlower,20 - 28,20 - 22,resource/images/vegetables/bananaFlower-64.png,1.2,0.61,12/24/2022
17941,Capsicum,44,81,64,933,1kg,capsicum,53 - 73,51 - 56,resource/images/vegetables/capsicum-64.png,0.8,1.26,12/24/2022
17942,Bitter Gourd,29,64,87,1101,1kg,bitterGourd,35 - 48,33 - 37,resource/images/vegetables/bitterGourd-64.png,1.2,0.75,12/24/2022
17943,Bottle Gourd,30,64,64,1165,1kg,bottleGourd,36 - 50,35 - 38,resource/images/vegetables/bottleGourd-64.png,1.2,1,12/24/2022
17944,Butter Beans,76,64,82,1229,1kg,butterBeans,91 - 125,87 - 97,resource/images/vegetables/butterBeans-64.png,1.1,0.8,12/24/2022
17945,Broad Beans,38,64,96,1293,1kg,broadBeans,46 - 63,44 - 48,resource/images/vegetables/broadBeans-64.png,1.2,0.66,12/24/2022
17946,Cabbage,26,64,70,1357,1kg,cabbage,31 - 43,30 - 33,resource/images/vegetables/cabbage-64.png,1,0.92,12/24/2022
17947,Carrot,32,85,64,464,1kg,carrot,38 - 53,37 - 41,resource/images/vegetables/carrot-64.png,1,1.28,12/24/2022
17948,Cauliflower,24,64,71,1421,1kg,cauliflower,29 - 40,28 - 30,resource/images/vegetables/cauliflower-64.png,1,0.92,12/24/2022
17949,Cluster beans,45,64,85,1485,1kg,clusterBeans,54 - 74,52 - 57,resource/images/vegetables/clusterBeans-64.png,1,0.77,12/24/2022
17950,Coconut,32,64,77,1549,1kg,coconut,38 - 53,37 - 41,resource/images/vegetables/coconut-64.png,1,0.85,12/24/2022
17951,Colocasia Leaves,14,64,79,1613,1kg,colocasiaLeaves,17 - 23,16 - 18,resource/images/vegetables/colocasiaLeaves-64.png,1,0.85,12/24/2022
17952,Colocasia,27,64,96,1677,1kg,colocasia,32 - 45,31 - 34,resource/images/vegetables/colocasia-64.png,1,0.66,12/24/2022
17953,Coriander Leaves,6,64,56,1741,1kg,corianderLeaves,10-Jul,8-Jul,resource/images/vegetables/corianderLeaves-64.png,1,1.12,12/24/2022
17954,Corn,27,111,64,1805,1kg,corn,32 - 45,31 - 34,resource/images/vegetables/corn-64.png,0.8,1.7,12/24/2022
17955,Cucumber,24,64,92,1916,1kg,cucumber,29 - 40,28 - 30,resource/images/vegetables/cucumber-64.png,1,0.7,12/24/2022
17956,Curry Leaves,26,81,64,1980,1kg,curryLeaves,31 - 43,30 - 33,resource/images/vegetables/curryLeaves-64.png,1,1.26,12/24/2022
17957,Dill Leaves,13,77,64,2061,1kg,dillLeaves,16 - 21,15 - 17,resource/images/vegetables/dillLeaves-64.png,1,1.16,12/24/2022
17958,Drumsticks,70,64,87,2138,1kg,drumsticks,84 - 116,81 - 89,resource/images/vegetables/drumsticks-64.png,1,0.74,12/24/2022
17959,Brinjal,27,86,64,2202,1kg,brinjal,32 - 45,31 - 34,resource/images/vegetables/brinjal-64.png,1,1.31,12/24/2022
17960,Brinjal (Big),23,71,64,2288,1kg,brinjalBig,28 - 38,26 - 29,resource/images/vegetables/brinjalBig-64.png,1,1.13,12/24/2022
17961,Elephant Yam,27,64,86,2423,1kg,elephantYam,32 - 45,31 - 34,resource/images/vegetables/elephantYam-64.png,1,0.75,12/24/2022
17962,Fenugreek Leaves,12,64,91,2551,1kg,fenugreekLeaves,14 - 20,14 - 15,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,12/24/2022
17963,French Beans,32,64,97,2615,1kg,frenchBeans,38 - 53,37 - 41,resource/images/vegetables/frenchBeans-64.png,1,0.67,12/24/2022
17964,Garlic,30,68,64,2679,1kg,garlic,36 - 50,35 - 38,resource/images/vegetables/garlic-64.png,1,1.04,12/24/2022
17965,Ginger,40,64,71,549,1kg,ginger,48 - 66,46 - 51,resource/images/vegetables/ginger-64.png,1,0.92,12/24/2022
17966,Onion Green,39,64,104,2815,1kg,onionGreen,47 - 64,45 - 50,resource/images/vegetables/onionGreen-64.png,1,0.62,12/24/2022
17967,Green Peas,83,64,84,2943,1kg,greenPeas,100 - 137,95 - 105,resource/images/vegetables/greenPeas-64.png,1,0.77,12/24/2022
17968,Ivy Gourd,22,64,96,3007,1kg,ivyGourd,26 - 36,25 - 28,resource/images/vegetables/ivyGourd-64.png,1,0.66,12/24/2022
17969,Lemon (Lime),50,64,72,3071,1kg,lemon,60 - 83,58 - 64,resource/images/vegetables/lemon-64.png,1,0.88,12/24/2022
17970,Mango Raw,107,64,73,3210,1kg,mangoRaw,128 - 177,123 - 136,resource/images/vegetables/mangoRaw-64.png,1,0.87,12/24/2022
17971,Mint Leaves,6,64,101,3274,1kg,mintLeaves,10-Jul,8-Jul,resource/images/vegetables/mintLeaves-64.png,1,0.72,12/24/2022
17972,Mushroom,93,83,64,3338,1kg,mushroom,112 - 153,107 - 118,resource/images/vegetables/mushroom-64.png,0.8,1.29,12/24/2022
17973,Mustard Leaves,16,88,64,3421,1kg,mustardLeaves,19 - 26,18 - 20,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,12/24/2022
17974,Ladies Finger,28,92,64,3509,1kg,ladiesFinger,34 - 46,32 - 36,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,12/24/2022
17975,Pumpkin,27,64,65,3601,1kg,pumpkin,32 - 45,31 - 34,resource/images/vegetables/pumpkin-64.png,1,0.98,12/24/2022
17976,Radish,23,88,64,3665,1kg,radish,28 - 38,26 - 29,resource/images/vegetables/radish-64.png,0.9,1.37,12/24/2022
17977,Ridge Gourd,26,64,138,3753,1kg,ridgeGourd,31 - 43,30 - 33,resource/images/vegetables/ridgeGourd-64.png,1.2,0.47,12/24/2022
17978,Shallot (Pearl Onion),36,68,64,3817,1kg,shallot,43 - 59,41 - 46,resource/images/vegetables/shallot-64.png,1,1.06,12/24/2022
17979,Snake Gourd,27,64,139,3885,1kg,snakeGourd,32 - 45,31 - 34,resource/images/vegetables/snakeGourd-64.png,1.2,0.46,12/24/2022
17980,Sorrel Leaves,14,64,79,3949,1kg,sorrelLeaves,17 - 23,16 - 18,resource/images/vegetables/sorrelLeaves-64.png,1,0.82,12/24/2022
17981,Spinach,14,69,64,4013,1kg,spinach,17 - 23,16 - 18,resource/images/vegetables/spinach-64.png,1,1.07,12/24/2022
17982,Sweet Potato,36,64,103,4082,1kg,sweetPotato,43 - 59,41 - 46,resource/images/vegetables/sweetPotato-64.png,1,0.62,12/24/2022
17983,Onion Big,25,64,64,0,1kg,onionBig,30 - 41,29 - 32,resource/images/vegetables/onionBig-64.png,1,1,12/25/2022
17984,Onion Small,36,60,64,64,1kg,onionSmall,43 - 59,41 - 46,resource/images/vegetables/onionSmall-64.png,1,0.94,12/25/2022
17985,Tomato,15,50,64,124,1kg,tomato,18 - 25,17 - 19,resource/images/vegetables/tomato-64.png,1.2,0.77,12/25/2022
17986,Green Chilli,39,69,64,174,1kg,greenChili,47 - 64,45 - 50,resource/images/vegetables/greenChili-64.png,1,1.08,12/25/2022
17987,Beetroot,33,93,64,243,1kg,beetroot,40 - 54,38 - 42,resource/images/vegetables/beetroot-64.png,0.8,1.43,12/25/2022
17988,Potato,30,64,90,400,1kg,potato,36 - 50,35 - 38,resource/images/vegetables/potato-64.png,1,0.72,12/25/2022
17989,Raw Banana (Plantain),9,64,97,336,1kg,plantain,15-Nov,11-Oct,resource/images/vegetables/plantain-64.png,1.2,0.66,12/25/2022
17990,Amaranth Leaves,11,64,78,613,1kg,amaranthLeaves,13 - 18,13 - 14,resource/images/vegetables/amaranthLeaves-64.png,1,0.82,12/25/2022
17991,Amla,60,64,88,677,1kg,amla,72 - 99,69 - 76,resource/images/vegetables/amla-64.png,1.2,0.72,12/25/2022
17992,Ash gourd,27,64,109,741,1kg,ashGourd,32 - 45,31 - 34,resource/images/vegetables/ashGourd-64.png,1,0.59,12/25/2022
17993,Baby Corn,64,64,100,805,1kg,babyCorn,77 - 106,74 - 81,resource/images/vegetables/babyCorn-64.png,1,0.64,12/25/2022
17994,Banana Flower,17,64,107,869,1kg,bananaFlower,20 - 28,20 - 22,resource/images/vegetables/bananaFlower-64.png,1.2,0.61,12/25/2022
17995,Capsicum,44,81,64,933,1kg,capsicum,53 - 73,51 - 56,resource/images/vegetables/capsicum-64.png,0.8,1.26,12/25/2022
17996,Bitter Gourd,29,64,87,1101,1kg,bitterGourd,35 - 48,33 - 37,resource/images/vegetables/bitterGourd-64.png,1.2,0.75,12/25/2022
17997,Bottle Gourd,30,64,64,1165,1kg,bottleGourd,36 - 50,35 - 38,resource/images/vegetables/bottleGourd-64.png,1.2,1,12/25/2022
17998,Butter Beans,76,64,82,1229,1kg,butterBeans,91 - 125,87 - 97,resource/images/vegetables/butterBeans-64.png,1.1,0.8,12/25/2022
17999,Broad Beans,38,64,96,1293,1kg,broadBeans,46 - 63,44 - 48,resource/images/vegetables/broadBeans-64.png,1.2,0.66,12/25/2022
18000,Cabbage,26,64,70,1357,1kg,cabbage,31 - 43,30 - 33,resource/images/vegetables/cabbage-64.png,1,0.92,12/25/2022
18001,Carrot,32,85,64,464,1kg,carrot,38 - 53,37 - 41,resource/images/vegetables/carrot-64.png,1,1.28,12/25/2022
18002,Cauliflower,24,64,71,1421,1kg,cauliflower,29 - 40,28 - 30,resource/images/vegetables/cauliflower-64.png,1,0.92,12/25/2022
18003,Cluster beans,45,64,85,1485,1kg,clusterBeans,54 - 74,52 - 57,resource/images/vegetables/clusterBeans-64.png,1,0.77,12/25/2022
18004,Coconut,32,64,77,1549,1kg,coconut,38 - 53,37 - 41,resource/images/vegetables/coconut-64.png,1,0.85,12/25/2022
18005,Colocasia Leaves,14,64,79,1613,1kg,colocasiaLeaves,17 - 23,16 - 18,resource/images/vegetables/colocasiaLeaves-64.png,1,0.85,12/25/2022
18006,Colocasia,27,64,96,1677,1kg,colocasia,32 - 45,31 - 34,resource/images/vegetables/colocasia-64.png,1,0.66,12/25/2022
18007,Coriander Leaves,6,64,56,1741,1kg,corianderLeaves,10-Jul,8-Jul,resource/images/vegetables/corianderLeaves-64.png,1,1.12,12/25/2022
18008,Corn,27,111,64,1805,1kg,corn,32 - 45,31 - 34,resource/images/vegetables/corn-64.png,0.8,1.7,12/25/2022
18009,Cucumber,24,64,92,1916,1kg,cucumber,29 - 40,28 - 30,resource/images/vegetables/cucumber-64.png,1,0.7,12/25/2022
18010,Curry Leaves,26,81,64,1980,1kg,curryLeaves,31 - 43,30 - 33,resource/images/vegetables/curryLeaves-64.png,1,1.26,12/25/2022
18011,Dill Leaves,13,77,64,2061,1kg,dillLeaves,16 - 21,15 - 17,resource/images/vegetables/dillLeaves-64.png,1,1.16,12/25/2022
18012,Drumsticks,70,64,87,2138,1kg,drumsticks,84 - 116,81 - 89,resource/images/vegetables/drumsticks-64.png,1,0.74,12/25/2022
18013,Brinjal,27,86,64,2202,1kg,brinjal,32 - 45,31 - 34,resource/images/vegetables/brinjal-64.png,1,1.31,12/25/2022
18014,Brinjal (Big),23,71,64,2288,1kg,brinjalBig,28 - 38,26 - 29,resource/images/vegetables/brinjalBig-64.png,1,1.13,12/25/2022
18015,Elephant Yam,27,64,86,2423,1kg,elephantYam,32 - 45,31 - 34,resource/images/vegetables/elephantYam-64.png,1,0.75,12/25/2022
18016,Fenugreek Leaves,12,64,91,2551,1kg,fenugreekLeaves,14 - 20,14 - 15,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,12/25/2022
18017,French Beans,32,64,97,2615,1kg,frenchBeans,38 - 53,37 - 41,resource/images/vegetables/frenchBeans-64.png,1,0.67,12/25/2022
18018,Garlic,30,68,64,2679,1kg,garlic,36 - 50,35 - 38,resource/images/vegetables/garlic-64.png,1,1.04,12/25/2022
18019,Ginger,40,64,71,549,1kg,ginger,48 - 66,46 - 51,resource/images/vegetables/ginger-64.png,1,0.92,12/25/2022
18020,Onion Green,39,64,104,2815,1kg,onionGreen,47 - 64,45 - 50,resource/images/vegetables/onionGreen-64.png,1,0.62,12/25/2022
18021,Green Peas,83,64,84,2943,1kg,greenPeas,100 - 137,95 - 105,resource/images/vegetables/greenPeas-64.png,1,0.77,12/25/2022
18022,Ivy Gourd,22,64,96,3007,1kg,ivyGourd,26 - 36,25 - 28,resource/images/vegetables/ivyGourd-64.png,1,0.66,12/25/2022
18023,Lemon (Lime),50,64,72,3071,1kg,lemon,60 - 83,58 - 64,resource/images/vegetables/lemon-64.png,1,0.88,12/25/2022
18024,Mango Raw,107,64,73,3210,1kg,mangoRaw,128 - 177,123 - 136,resource/images/vegetables/mangoRaw-64.png,1,0.87,12/25/2022
18025,Mint Leaves,6,64,101,3274,1kg,mintLeaves,10-Jul,8-Jul,resource/images/vegetables/mintLeaves-64.png,1,0.72,12/25/2022
18026,Mushroom,93,83,64,3338,1kg,mushroom,112 - 153,107 - 118,resource/images/vegetables/mushroom-64.png,0.8,1.29,12/25/2022
18027,Mustard Leaves,16,88,64,3421,1kg,mustardLeaves,19 - 26,18 - 20,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,12/25/2022
18028,Ladies Finger,28,92,64,3509,1kg,ladiesFinger,34 - 46,32 - 36,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,12/25/2022
18029,Pumpkin,27,64,65,3601,1kg,pumpkin,32 - 45,31 - 34,resource/images/vegetables/pumpkin-64.png,1,0.98,12/25/2022
18030,Radish,23,88,64,3665,1kg,radish,28 - 38,26 - 29,resource/images/vegetables/radish-64.png,0.9,1.37,12/25/2022
18031,Ridge Gourd,26,64,138,3753,1kg,ridgeGourd,31 - 43,30 - 33,resource/images/vegetables/ridgeGourd-64.png,1.2,0.47,12/25/2022
18032,Shallot (Pearl Onion),36,68,64,3817,1kg,shallot,43 - 59,41 - 46,resource/images/vegetables/shallot-64.png,1,1.06,12/25/2022
18033,Snake Gourd,27,64,139,3885,1kg,snakeGourd,32 - 45,31 - 34,resource/images/vegetables/snakeGourd-64.png,1.2,0.46,12/25/2022
18034,Sorrel Leaves,14,64,79,3949,1kg,sorrelLeaves,17 - 23,16 - 18,resource/images/vegetables/sorrelLeaves-64.png,1,0.82,12/25/2022
18035,Spinach,14,69,64,4013,1kg,spinach,17 - 23,16 - 18,resource/images/vegetables/spinach-64.png,1,1.07,12/25/2022
18036,Sweet Potato,36,64,103,4082,1kg,sweetPotato,43 - 59,41 - 46,resource/images/vegetables/sweetPotato-64.png,1,0.62,12/25/2022
18037,Onion Big,25,64,64,0,1kg,onionBig,30 - 41,29 - 32,resource/images/vegetables/onionBig-64.png,1,1,12/26/2022
18038,Onion Small,36,60,64,64,1kg,onionSmall,43 - 59,41 - 46,resource/images/vegetables/onionSmall-64.png,1,0.94,12/26/2022
18039,Tomato,15,50,64,124,1kg,tomato,18 - 25,17 - 19,resource/images/vegetables/tomato-64.png,1.2,0.77,12/26/2022
18040,Green Chilli,39,69,64,174,1kg,greenChili,47 - 64,45 - 50,resource/images/vegetables/greenChili-64.png,1,1.08,12/26/2022
18041,Beetroot,33,93,64,243,1kg,beetroot,40 - 54,38 - 42,resource/images/vegetables/beetroot-64.png,0.8,1.43,12/26/2022
18042,Potato,30,64,90,400,1kg,potato,36 - 50,35 - 38,resource/images/vegetables/potato-64.png,1,0.72,12/26/2022
18043,Raw Banana (Plantain),9,64,97,336,1kg,plantain,15-Nov,11-Oct,resource/images/vegetables/plantain-64.png,1.2,0.66,12/26/2022
18044,Amaranth Leaves,11,64,78,613,1kg,amaranthLeaves,13 - 18,13 - 14,resource/images/vegetables/amaranthLeaves-64.png,1,0.82,12/26/2022
18045,Amla,60,64,88,677,1kg,amla,72 - 99,69 - 76,resource/images/vegetables/amla-64.png,1.2,0.72,12/26/2022
18046,Ash gourd,27,64,109,741,1kg,ashGourd,32 - 45,31 - 34,resource/images/vegetables/ashGourd-64.png,1,0.59,12/26/2022
18047,Baby Corn,64,64,100,805,1kg,babyCorn,77 - 106,74 - 81,resource/images/vegetables/babyCorn-64.png,1,0.64,12/26/2022
18048,Banana Flower,17,64,107,869,1kg,bananaFlower,20 - 28,20 - 22,resource/images/vegetables/bananaFlower-64.png,1.2,0.61,12/26/2022
18049,Capsicum,44,81,64,933,1kg,capsicum,53 - 73,51 - 56,resource/images/vegetables/capsicum-64.png,0.8,1.26,12/26/2022
18050,Bitter Gourd,29,64,87,1101,1kg,bitterGourd,35 - 48,33 - 37,resource/images/vegetables/bitterGourd-64.png,1.2,0.75,12/26/2022
18051,Bottle Gourd,30,64,64,1165,1kg,bottleGourd,36 - 50,35 - 38,resource/images/vegetables/bottleGourd-64.png,1.2,1,12/26/2022
18052,Butter Beans,76,64,82,1229,1kg,butterBeans,91 - 125,87 - 97,resource/images/vegetables/butterBeans-64.png,1.1,0.8,12/26/2022
18053,Broad Beans,38,64,96,1293,1kg,broadBeans,46 - 63,44 - 48,resource/images/vegetables/broadBeans-64.png,1.2,0.66,12/26/2022
18054,Cabbage,26,64,70,1357,1kg,cabbage,31 - 43,30 - 33,resource/images/vegetables/cabbage-64.png,1,0.92,12/26/2022
18055,Carrot,32,85,64,464,1kg,carrot,38 - 53,37 - 41,resource/images/vegetables/carrot-64.png,1,1.28,12/26/2022
18056,Cauliflower,24,64,71,1421,1kg,cauliflower,29 - 40,28 - 30,resource/images/vegetables/cauliflower-64.png,1,0.92,12/26/2022
18057,Cluster beans,45,64,85,1485,1kg,clusterBeans,54 - 74,52 - 57,resource/images/vegetables/clusterBeans-64.png,1,0.77,12/26/2022
18058,Coconut,32,64,77,1549,1kg,coconut,38 - 53,37 - 41,resource/images/vegetables/coconut-64.png,1,0.85,12/26/2022
18059,Colocasia Leaves,14,64,79,1613,1kg,colocasiaLeaves,17 - 23,16 - 18,resource/images/vegetables/colocasiaLeaves-64.png,1,0.85,12/26/2022
18060,Colocasia,27,64,96,1677,1kg,colocasia,32 - 45,31 - 34,resource/images/vegetables/colocasia-64.png,1,0.66,12/26/2022
18061,Coriander Leaves,6,64,56,1741,1kg,corianderLeaves,10-Jul,8-Jul,resource/images/vegetables/corianderLeaves-64.png,1,1.12,12/26/2022
18062,Corn,27,111,64,1805,1kg,corn,32 - 45,31 - 34,resource/images/vegetables/corn-64.png,0.8,1.7,12/26/2022
18063,Cucumber,24,64,92,1916,1kg,cucumber,29 - 40,28 - 30,resource/images/vegetables/cucumber-64.png,1,0.7,12/26/2022
18064,Curry Leaves,26,81,64,1980,1kg,curryLeaves,31 - 43,30 - 33,resource/images/vegetables/curryLeaves-64.png,1,1.26,12/26/2022
18065,Dill Leaves,13,77,64,2061,1kg,dillLeaves,16 - 21,15 - 17,resource/images/vegetables/dillLeaves-64.png,1,1.16,12/26/2022
18066,Drumsticks,70,64,87,2138,1kg,drumsticks,84 - 116,81 - 89,resource/images/vegetables/drumsticks-64.png,1,0.74,12/26/2022
18067,Brinjal,27,86,64,2202,1kg,brinjal,32 - 45,31 - 34,resource/images/vegetables/brinjal-64.png,1,1.31,12/26/2022
18068,Brinjal (Big),23,71,64,2288,1kg,brinjalBig,28 - 38,26 - 29,resource/images/vegetables/brinjalBig-64.png,1,1.13,12/26/2022
18069,Elephant Yam,27,64,86,2423,1kg,elephantYam,32 - 45,31 - 34,resource/images/vegetables/elephantYam-64.png,1,0.75,12/26/2022
18070,Fenugreek Leaves,12,64,91,2551,1kg,fenugreekLeaves,14 - 20,14 - 15,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,12/26/2022
